"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
716481408,"Existing Customer",38,"F",2,"Graduate","Single","Less than $40K","Blue",36,3,1,1,1461,0,1461,0.681,4769,76,0.949,0
712294983,"Existing Customer",39,"F",2,"Graduate","Married","$40K - $60K","Blue",36,4,2,4,1947,1160,787,1.227,4496,71,1.29,0.596
712669983,"Existing Customer",39,"M",3,"Graduate","Single","$80K - $120K","Blue",30,5,3,3,10009,1604,8405,0.449,4347,75,0.786,0.16
715524708,"Existing Customer",49,"M",5,"Unknown","Single","$40K - $60K","Silver",41,4,2,2,20756,1710,19046,0.816,1502,31,0.824,0.082
717972408,"Existing Customer",44,"M",2,"Uneducated","Married","$80K - $120K","Blue",34,6,3,3,2558,2016,542,0.806,3792,78,0.5,0.788
718465458,"Existing Customer",49,"M",1,"Unknown","Single","$80K - $120K","Blue",31,6,1,4,5898,1348,4550,0.64,1002,21,1.333,0.229
717332733,"Existing Customer",47,"M",4,"Unknown","Single","$80K - $120K","Silver",37,5,2,4,34516,0,34516,1.06,2851,80,0.739,0
717695058,"Existing Customer",46,"F",5,"High School","Married","Unknown","Blue",35,3,1,3,4163,0,4163,0.743,4763,76,0.854,0
788122533,"Existing Customer",56,"F",1,"Graduate","Married","Less than $40K","Blue",48,6,2,2,1438.3,0,1438.3,0.706,1336,32,0.882,0
771881283,"Existing Customer",42,"M",1,"Uneducated","Divorced","$60K - $80K","Blue",30,3,2,2,18570,1892,16678,0.748,4036,78,0.773,0.102
713274183,"Existing Customer",45,"F",1,"Graduate","Single","Less than $40K","Blue",35,1,1,3,4977,1411,3566,0.652,4182,85,0.848,0.284
758086458,"Existing Customer",46,"F",3,"Graduate","Married","Unknown","Blue",39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0
742552683,"Existing Customer",44,"F",3,"High School","Married","Less than $40K","Blue",31,6,2,5,1438.3,688,750.3,0.976,4208,86,0.72,0.478
712104333,"Existing Customer",57,"F",2,"Doctorate","Single","Less than $40K","Blue",44,2,2,3,9149,1254,7895,0.762,14401,100,0.754,0.137
709562358,"Existing Customer",55,"F",2,"Unknown","Single","Less than $40K","Blue",43,6,1,5,5353,1594,3759,0.973,4456,79,0.837,0.298
711048783,"Existing Customer",41,"M",4,"Doctorate","Married","$80K - $120K","Blue",29,3,3,3,33405,0,33405,0.535,1345,34,0.619,0
713110908,"Existing Customer",30,"M",1,"Unknown","Married","Less than $40K","Blue",13,3,6,5,2607,1966,641,0.65,1719,45,0.607,0.754
713933658,"Existing Customer",56,"F",0,"Graduate","Single","Less than $40K","Blue",45,3,6,2,2463,1621,842,0.568,4118,70,0.591,0.658
712732908,"Existing Customer",36,"M",4,"Graduate","Married","$80K - $120K","Blue",36,5,3,1,2262,1450,812,0.735,4116,84,0.787,0.641
710814633,"Existing Customer",49,"M",2,"Uneducated","Married","$80K - $120K","Blue",31,1,5,3,20734,2517,18217,0.888,8888,103,0.717,0.121
716032233,"Existing Customer",42,"M",2,"College","Married","$80K - $120K","Blue",32,5,2,2,22120,1805,20315,0.65,3981,65,0.667,0.082
769100508,"Existing Customer",55,"F",5,"High School","Single","Less than $40K","Blue",49,6,2,1,2177,1472,705,0.787,5228,77,0.674,0.676
709140858,"Existing Customer",57,"F",2,"College","Single","Less than $40K","Blue",47,1,3,1,1727,996,731,0.767,5112,82,0.673,0.577
714111333,"Existing Customer",55,"M",1,"High School","Married","$60K - $80K","Blue",46,6,1,3,5381,0,5381,0.746,1910,38,1,0
771469758,"Existing Customer",55,"M",3,"Graduate","Single","$120K +","Blue",43,5,1,3,34516,0,34516,0.813,4131,66,0.61,0
718979733,"Existing Customer",52,"M",5,"Unknown","Single","$60K - $80K","Blue",36,2,3,2,23712,2195,21517,0.754,16258,115,0.855,0.093
816608808,"Existing Customer",46,"M",1,"Graduate","Single","$80K - $120K","Blue",41,4,2,3,8916,0,8916,0.631,2773,62,0.676,0
780118158,"Existing Customer",27,"M",0,"Graduate","Single","Less than $40K","Blue",13,2,2,4,3585,2420,1165,0.812,15656,124,0.746,0.675
719527833,"Existing Customer",45,"F",4,"High School","Unknown","Unknown","Blue",36,6,3,3,23000,1097,21903,1.095,3886,70,0.667,0.048
710657508,"Existing Customer",32,"M",0,"College","Unknown","Less than $40K","Blue",36,3,3,4,3788,1325,2463,0.607,3975,65,0.477,0.35
715411608,"Existing Customer",45,"F",3,"High School","Single","$40K - $60K","Blue",36,3,1,1,1663,1112,551,0.588,2978,61,0.906,0.669
715500558,"Existing Customer",45,"F",3,"Graduate","Married","Unknown","Blue",36,3,1,4,1637,774,863,1.126,4120,78,1,0.473
709716258,"Existing Customer",48,"M",3,"High School","Unknown","$80K - $120K","Blue",36,3,1,3,7633,1707,5926,0.529,1807,58,0.657,0.224
716758008,"Existing Customer",40,"M",5,"High School","Single","$40K - $60K","Blue",20,5,2,1,2984,1879,1105,0.675,4813,83,0.729,0.63
792139308,"Existing Customer",48,"F",3,"Graduate","Single","$40K - $60K","Blue",42,1,2,3,9215,639,8576,0.646,13345,114,0.754,0.069
770575233,"Existing Customer",37,"M",2,"Graduate","Single","$60K - $80K","Blue",23,6,1,2,5663,1149,4514,0.767,2553,61,0.794,0.203
779557533,"Existing Customer",54,"M",1,"Post-Graduate","Single","$80K - $120K","Blue",40,6,3,3,10260,942,9318,1.042,1566,50,0.562,0.092
768814983,"Existing Customer",39,"F",2,"Unknown","Married","Less than $40K","Blue",33,3,1,3,3251,1937,1314,0.685,4284,85,0.809,0.596
713666058,"Existing Customer",46,"F",5,"College","Divorced","$40K - $60K","Blue",38,6,1,3,3276,1915,1361,0.672,4264,76,0.617,0.585
711891933,"Existing Customer",47,"M",3,"High School","Married","$80K - $120K","Blue",40,3,3,3,12945,1582,11363,0.496,3369,59,0.788,0.122
712429458,"Existing Customer",50,"M",2,"Graduate","Unknown","$60K - $80K","Blue",38,5,3,3,4772,1770,3002,0.545,4054,72,0.674,0.371
715182108,"Existing Customer",51,"F",3,"High School","Married","Less than $40K","Blue",35,6,1,3,3025,1912,1113,0.674,4626,78,0.773,0.632
721384308,"Existing Customer",39,"F",1,"Uneducated","Married","$40K - $60K","Blue",36,4,1,4,3272,2323,949,1.123,4763,86,0.593,0.71
710839308,"Existing Customer",34,"F",2,"High School","Single","Less than $40K","Blue",21,6,1,3,5015,1671,3344,0.689,3161,77,0.878,0.333
713664258,"Existing Customer",56,"M",2,"Unknown","Single","$40K - $60K","Blue",48,2,2,1,14344,2014,12330,0.726,7359,85,0.574,0.14
815299833,"Existing Customer",38,"F",2,"Graduate","Married","Less than $40K","Blue",33,5,2,3,2228,1717,511,1.625,2334,61,0.848,0.771
745853283,"Existing Customer",38,"F",1,"Graduate","Married","Unknown","Blue",31,3,1,3,7234,0,7234,0.899,5198,75,1.083,0
779837808,"Existing Customer",53,"F",2,"High School","Married","$40K - $60K","Blue",37,1,4,3,5182,2500,2682,0.869,5012,85,0.809,0.482
710335983,"Existing Customer",57,"F",0,"High School","Divorced","Less than $40K","Blue",36,5,1,3,3532,869,2663,1.038,4297,64,0.778,0.246
715429608,"Existing Customer",45,"F",3,"College","Married","Less than $40K","Blue",37,4,3,1,4602,1517,3085,1.292,3520,66,1,0.33
713718558,"Existing Customer",46,"M",3,"Graduate","Married","$40K - $60K","Blue",37,6,2,5,2403,0,2403,0.727,3393,64,0.882,0
824172258,"Existing Customer",34,"F",2,"Unknown","Divorced","Less than $40K","Blue",30,3,1,2,4408,1510,2898,0.73,4495,77,0.833,0.343
772629333,"Existing Customer",45,"M",3,"Graduate","Married","$40K - $60K","Blue",35,5,4,2,3454,1200,2254,0.597,1313,30,0.304,0.347
710194683,"Existing Customer",43,"M",3,"Graduate","Unknown","$80K - $120K","Blue",30,3,1,4,3244,2260,984,0.711,2313,39,0.857,0.697
823535133,"Existing Customer",45,"M",2,"Uneducated","Unknown","$80K - $120K","Blue",41,6,2,2,23271,1262,22009,0.718,1402,34,0.889,0.054
826150608,"Existing Customer",44,"M",4,"Uneducated","Unknown","$40K - $60K","Silver",40,1,1,2,18072,1378,16694,0.73,8199,98,0.75,0.076
714606558,"Existing Customer",60,"F",1,"Uneducated","Married","Less than $40K","Blue",36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665
714514983,"Existing Customer",43,"F",5,"Graduate","Married","Less than $40K","Blue",35,3,6,4,5438,2214,3224,0.668,5029,75,0.562,0.407
716986458,"Existing Customer",44,"F",3,"High School","Single","Unknown","Blue",36,1,3,2,9766,1575,8191,0.661,7605,101,0.603,0.161
721438233,"Existing Customer",39,"M",2,"Post-Graduate","Single","$40K - $60K","Blue",31,6,3,3,3297,1761,1536,0.879,15580,120,0.739,0.534
720568083,"Existing Customer",40,"M",2,"Graduate","Divorced","$60K - $80K","Blue",36,5,2,4,8624,0,8624,0.574,2428,53,0.893,0
709247808,"Existing Customer",53,"F",1,"Unknown","Unknown","Less than $40K","Blue",43,2,2,2,3629,2517,1112,0.735,14205,102,0.759,0.694
716974383,"Existing Customer",41,"M",5,"Graduate","Single","$80K - $120K","Blue",28,3,2,0,2491,1979,512,0.629,1911,35,0.75,0.794
713907633,"Existing Customer",43,"M",3,"College","Unknown","$60K - $80K","Blue",36,2,1,2,5397,1265,4132,0.676,7791,84,0.615,0.234
710676483,"Existing Customer",38,"F",2,"Unknown","Married","Less than $40K","Blue",36,4,2,2,5589,0,5589,0.787,4064,77,0.711,0
778661358,"Existing Customer",46,"F",1,"Unknown","Married","Less than $40K","Blue",36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866
719117433,"Existing Customer",41,"M",4,"High School","Unknown","$80K - $120K","Blue",36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,0.094
708668283,"Existing Customer",39,"M",2,"Graduate","Married","$80K - $120K","Blue",22,5,4,2,5140,2517,2623,0.876,1842,36,0.714,0.49
720445533,"Existing Customer",60,"F",1,"College","Married","Less than $40K","Blue",53,4,3,3,3346,922,2424,0.913,1276,21,0.75,0.276
717364458,"Existing Customer",36,"F",3,"High School","Married","Less than $40K","Blue",26,6,1,4,4331,1445,2886,1.07,2053,33,1.75,0.334
713868033,"Existing Customer",53,"M",1,"College","Married","$80K - $120K","Silver",36,2,2,2,34516,1484,33032,1.015,16373,114,0.9,0.043
714766383,"Existing Customer",42,"M",3,"High School","Single","Less than $40K","Blue",24,4,3,2,2171,1415,756,0.773,4992,77,0.833,0.652
720924633,"Existing Customer",40,"F",5,"Graduate","Unknown","Less than $40K","Blue",27,4,2,1,1438.3,0,1438.3,0.984,4397,73,0.553,0
712198983,"Existing Customer",46,"M",4,"Graduate","Married","$60K - $80K","Blue",36,3,3,3,3258,0,3258,0.784,3169,67,0.489,0
778245633,"Existing Customer",43,"F",3,"Graduate","Single","Unknown","Blue",33,3,3,1,2341,1818,523,0.833,4356,70,0.628,0.777
710226708,"Existing Customer",55,"F",2,"Uneducated","Divorced","Less than $40K","Blue",49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473
713102733,"Existing Customer",38,"F",3,"Graduate","Single","Less than $40K","Gold",31,2,3,2,15987,1766,14221,0.791,8195,94,0.679,0.11
719451483,"Existing Customer",46,"F",4,"Post-Graduate","Married","Less than $40K","Blue",37,5,3,2,3773,1972,1801,0.783,1528,25,1.083,0.523
769980333,"Existing Customer",36,"M",1,"Uneducated","Single","$80K - $120K","Blue",30,4,2,5,13005,2152,10853,1.424,3023,53,0.767,0.165
715928808,"Existing Customer",42,"F",2,"High School","Married","Less than $40K","Blue",31,3,5,2,3964,1218,2746,0.593,4580,75,1.419,0.307
718023708,"Existing Customer",53,"F",2,"Uneducated","Single","$40K - $60K","Blue",42,2,1,3,14839,2226,12613,0.828,14625,115,0.769,0.15
712309758,"Existing Customer",65,"M",0,"Graduate","Single","$40K - $60K","Blue",49,3,2,3,13921,1201,12720,0.556,4351,75,0.923,0.086
714665733,"Existing Customer",42,"M",4,"Graduate","Single","$60K - $80K","Blue",36,5,1,0,2727,834,1893,0.568,1294,26,0.444,0.306
717287883,"Existing Customer",57,"M",3,"Graduate","Married","$80K - $120K","Blue",46,6,2,3,5516,2517,2999,0.473,1532,24,0.5,0.456
720317658,"Existing Customer",43,"M",2,"Graduate","Single","$80K - $120K","Blue",35,2,2,2,5858,961,4897,0.657,7916,82,0.708,0.164
771099183,"Existing Customer",37,"F",2,"Graduate","Single","Less than $40K","Blue",24,5,2,3,8444,1945,6499,0.703,2497,74,0.609,0.23
788633733,"Existing Customer",36,"M",3,"Graduate","Married","$60K - $80K","Silver",13,4,3,2,28174,1173,27001,0.779,16258,108,0.714,0.042
717291333,"Existing Customer",38,"M",3,"Uneducated","Married","$80K - $120K","Blue",29,2,2,2,16722,0,16722,0.719,15110,113,0.823,0
716169258,"Existing Customer",47,"F",5,"Graduate","Married","Less than $40K","Blue",39,3,3,4,7128,1560,5568,0.573,1468,44,0.76,0.219
779715108,"Existing Customer",46,"M",2,"Unknown","Divorced","$80K - $120K","Blue",30,3,3,3,2770,1286,1484,1.068,2920,74,0.721,0.464
718828083,"Existing Customer",52,"M",1,"Graduate","Single","$40K - $60K","Blue",43,4,3,3,8748,2284,6464,0.839,3533,73,0.587,0.261
720639783,"Existing Customer",35,"F",1,"Uneducated","Single","Unknown","Silver",27,4,3,2,34516,0,34516,0.682,2562,62,0.722,0
711178383,"Existing Customer",47,"M",2,"Post-Graduate","Married","$80K - $120K","Blue",35,1,3,1,30300,1166,29134,0.715,4146,64,0.882,0.038
713588958,"Existing Customer",40,"F",4,"Unknown","Single","Less than $40K","Blue",25,4,1,1,2129,1507,622,0.636,3655,70,0.667,0.708
712887633,"Existing Customer",39,"M",1,"Unknown","Single","$80K - $120K","Blue",36,5,3,3,25008,876,24132,0.859,1753,43,1.048,0.035
787494783,"Existing Customer",58,"M",3,"High School","Married","$60K - $80K","Blue",46,5,3,2,8184,1205,6979,0.965,2140,49,0.69,0.147
716938383,"Existing Customer",41,"M",4,"Unknown","Married","$80K - $120K","Blue",28,3,2,3,34516,0,34516,0.743,3811,61,0.743,0
789121233,"Existing Customer",53,"F",2,"Unknown","Single","Less than $40K","Blue",41,5,1,3,2329,2290,39,0.533,4609,76,0.767,0.983
827408058,"Existing Customer",44,"F",3,"Graduate","Married","Less than $40K","Blue",40,6,2,2,2232,2002,230,1.107,3803,68,0.511,0.897
717325158,"Existing Customer",46,"F",5,"Graduate","Married","$40K - $60K","Blue",33,3,1,1,1438.3,883,555.3,0.708,4474,63,0.853,0.614
823578483,"Existing Customer",44,"F",4,"High School","Single","Less than $40K","Blue",40,2,1,2,1438.3,1169,269.3,0.558,4429,78,0.529,0.813
720995583,"Existing Customer",48,"M",2,"Graduate","Divorced","$60K - $80K","Silver",33,3,2,2,25217,1754,23463,0.712,15054,110,0.833,0.07
720384633,"Existing Customer",48,"M",3,"Uneducated","Single","$40K - $60K","Blue",36,6,3,2,3786,0,3786,0.715,3403,70,0.489,0
710883483,"Existing Customer",52,"F",1,"Graduate","Married","$40K - $60K","Blue",34,3,3,3,4189,2066,2123,0.686,4661,85,0.735,0.493
779667408,"Existing Customer",58,"M",1,"Post-Graduate","Single","$80K - $120K","Blue",41,4,2,1,2915,1494,1421,0.861,4235,73,0.825,0.513
710019933,"Existing Customer",29,"M",1,"Uneducated","Single","$40K - $60K","Blue",22,2,3,3,11522,1203,10319,0.847,13720,119,0.831,0.104
711309033,"Existing Customer",41,"M",2,"Unknown","Single","$60K - $80K","Blue",24,6,2,2,17298,2310,14988,0.844,3663,65,0.806,0.134
720967233,"Existing Customer",43,"F",2,"Unknown","Married","Less than $40K","Blue",29,4,1,1,3327,2517,810,0.793,4901,88,0.913,0.757
719410083,"Existing Customer",49,"F",2,"Unknown","Single","Less than $40K","Blue",36,4,3,0,1635,1220,415,0.565,4807,56,0.931,0.746
715937133,"Existing Customer",64,"F",1,"Uneducated","Married","$40K - $60K","Blue",52,6,2,2,4999,2299,2700,0.716,1601,48,0.5,0.46
716144058,"Existing Customer",36,"F",1,"College","Single","$40K - $60K","Blue",25,6,3,3,1888,0,1888,0.928,1886,66,0.65,0
712283808,"Existing Customer",50,"F",3,"High School","Married","Less than $40K","Silver",40,5,2,2,10062,1149,8913,0.76,1964,44,0.467,0.114
709550958,"Existing Customer",51,"M",3,"Graduate","Married","$60K - $80K","Blue",32,3,1,4,7133,0,7133,0.612,2689,62,0.59,0
714547458,"Existing Customer",65,"M",0,"Graduate","Married","$40K - $60K","Blue",56,3,3,2,2297,0,2297,0.511,1941,51,0.417,0
708635058,"Existing Customer",53,"F",0,"High School","Single","Less than $40K","Blue",44,4,1,1,1904,886,1018,0.695,4798,85,0.809,0.465
788776008,"Existing Customer",43,"M",3,"College","Married","$80K - $120K","Blue",24,6,3,1,4726,1161,3565,0.698,4683,91,0.896,0.246
719531133,"Existing Customer",46,"F",4,"Unknown","Unknown","$40K - $60K","Blue",38,4,2,3,2505,0,2505,0.8,4384,80,0.86,0
771922008,"Existing Customer",57,"F",2,"Unknown","Single","Less than $40K","Blue",46,5,2,2,5443,1889,3554,0.421,4416,64,0.6,0.347
715702758,"Existing Customer",38,"F",4,"Graduate","Married","Less than $40K","Blue",36,4,3,3,1860,0,1860,0.992,1731,29,0.611,0
778724058,"Existing Customer",63,"M",0,"Doctorate","Single","$40K - $60K","Blue",49,5,4,3,5905,726,5179,0.85,3982,65,0.857,0.123
825856083,"Existing Customer",39,"M",1,"Post-Graduate","Single","$40K - $60K","Blue",35,5,1,1,2623,2121,502,0.722,4078,70,0.795,0.809
711659958,"Existing Customer",65,"F",0,"Graduate","Married","$40K - $60K","Blue",56,4,2,1,2692,1869,823,0.744,1594,36,0.895,0.694
780251658,"Existing Customer",32,"M",1,"High School","Married","$40K - $60K","Blue",18,4,1,4,4583,1586,2997,0.828,2395,57,0.781,0.346
721409358,"Existing Customer",36,"F",1,"Uneducated","Single","Less than $40K","Blue",21,3,2,1,1937,733,1204,0.826,4547,73,0.973,0.378
788866983,"Existing Customer",63,"F",0,"Unknown","Single","Less than $40K","Blue",48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0
713254983,"Existing Customer",62,"M",0,"Uneducated","Single","$60K - $80K","Blue",50,5,2,2,14314,656,13658,0.822,4355,70,0.667,0.046
813182658,"Existing Customer",49,"F",4,"High School","Married","Less than $40K","Blue",44,4,2,3,1656,929,727,0.898,4408,79,0.681,0.561
807971658,"Existing Customer",47,"F",3,"Unknown","Married","Less than $40K","Blue",42,1,2,3,3669,2517,1152,0.83,13931,112,0.836,0.686
818903583,"Existing Customer",44,"M",5,"Uneducated","Divorced","$60K - $80K","Blue",39,5,2,0,16034,1597,14437,0.775,3628,59,0.903,0.1
763681908,"Existing Customer",34,"F",3,"Unknown","Married","Less than $40K","Blue",27,1,2,1,5795,924,4871,0.86,5674,78,0.857,0.159
709408983,"Existing Customer",54,"M",2,"High School","Married","$120K +","Blue",42,3,2,3,5256,889,4367,0.559,5078,91,0.685,0.169
797668983,"Existing Customer",42,"F",4,"Graduate","Married","Less than $40K","Blue",36,6,2,1,1438.3,0,1438.3,0.795,4396,70,0.628,0
817908783,"Existing Customer",44,"M",3,"Unknown","Single","$120K +","Silver",39,2,3,1,34516,2123,32393,0.801,14242,107,0.551,0.062
820922733,"Existing Customer",43,"M",2,"Graduate","Married","$80K - $120K","Blue",38,2,1,2,34516,0,34516,0.674,14160,124,0.771,0
717131283,"Existing Customer",43,"F",4,"High School","Divorced","$40K - $60K","Blue",34,5,1,1,6034,1579,4455,0.753,4712,67,0.914,0.262
788502858,"Existing Customer",58,"M",3,"High School","Single","$80K - $120K","Blue",51,2,2,1,10021,1952,8069,0.699,4431,68,0.581,0.195
711349083,"Existing Customer",47,"F",4,"Doctorate","Married","Less than $40K","Blue",28,3,2,4,4012,0,4012,1.073,2962,60,0.765,0
758875908,"Existing Customer",40,"F",4,"Unknown","Single","Less than $40K","Blue",33,4,4,3,1964,1811,153,0.69,4699,81,0.841,0.922
798114033,"Existing Customer",46,"M",2,"Graduate","Married","$60K - $80K","Blue",40,4,2,4,7949,1514,6435,0.857,3355,58,0.657,0.19
713256033,"Existing Customer",39,"F",3,"Uneducated","Single","Unknown","Blue",25,5,3,3,4181,1604,2577,0.659,3955,74,0.574,0.384
715844733,"Existing Customer",45,"M",5,"High School","Married","$60K - $80K","Blue",36,6,3,2,2174,877,1297,0.644,4596,71,0.449,0.403
713814408,"Existing Customer",39,"M",2,"Uneducated","Single","$80K - $120K","Blue",36,6,2,4,7901,1184,6717,0.863,3667,66,0.784,0.15
716984658,"Existing Customer",49,"M",1,"Graduate","Married","$120K +","Blue",39,3,2,3,34516,0,34516,0.507,1106,31,0.938,0
714949758,"Existing Customer",51,"F",3,"Graduate","Single","Unknown","Platinum",42,3,1,4,34516,1913,32603,0.851,16712,123,0.708,0.055
710829108,"Existing Customer",59,"F",1,"Uneducated","Married","$40K - $60K","Blue",36,4,2,3,3356,985,2371,0.35,999,28,0.556,0.294
812453283,"Existing Customer",42,"M",3,"Graduate","Married","$40K - $60K","Blue",37,2,2,3,3161,1788,1373,0.865,13692,117,0.828,0.566
815072283,"Existing Customer",50,"F",3,"Graduate","Married","Less than $40K","Blue",45,1,3,1,1789,1156,633,0.748,5110,75,0.63,0.646
719105433,"Existing Customer",48,"F",3,"College","Single","Unknown","Blue",38,3,3,3,6448,1087,5361,0.868,4990,85,0.667,0.169
771669183,"Existing Customer",49,"M",1,"Graduate","Married","$60K - $80K","Blue",37,5,1,4,4854,1212,3642,0.308,3651,70,0.556,0.25
789450408,"Existing Customer",41,"F",2,"Uneducated","Married","Unknown","Blue",32,2,5,3,5877,1713,4164,0.791,15106,91,0.978,0.291
718816158,"Existing Customer",44,"F",3,"High School","Single","Less than $40K","Blue",33,3,3,3,5362,1984,3378,0.664,3851,87,0.642,0.37
756944133,"Existing Customer",52,"F",4,"Graduate","Married","Less than $40K","Blue",45,1,1,3,3705,2168,1537,0.662,4452,89,0.894,0.585
714365883,"Existing Customer",51,"F",4,"Uneducated","Unknown","Less than $40K","Blue",40,3,3,4,7093,918,6175,0.56,3877,75,0.744,0.129
717171408,"Existing Customer",36,"M",1,"Unknown","Married","$80K - $120K","Blue",26,6,2,1,9959,0,9959,0.57,2021,41,0.783,0
717129333,"Existing Customer",35,"F",2,"Graduate","Married","$40K - $60K","Blue",25,3,1,2,1438.3,0,1438.3,0.744,4434,73,0.78,0
826478958,"Existing Customer",52,"M",1,"College","Married","$80K - $120K","Blue",48,4,3,3,2066,1601,465,0.742,1578,41,0.414,0.775
709919283,"Existing Customer",54,"M",4,"Graduate","Married","$80K - $120K","Blue",34,2,3,2,14926,2517,12409,1.996,1576,25,1.5,0.169
710058033,"Existing Customer",51,"M",0,"Uneducated","Divorced","$120K +","Blue",41,4,1,0,23898,0,23898,0.486,3781,66,0.61,0
720904233,"Existing Customer",53,"M",0,"Graduate","Married","$80K - $120K","Blue",41,3,3,2,16033,560,15473,0.963,1158,31,1.067,0.035
718882008,"Existing Customer",38,"M",1,"High School","Single","$120K +","Blue",27,6,2,2,22487,889,21598,0.528,4960,73,0.46,0.04
822068583,"Existing Customer",48,"F",4,"Uneducated","Single","Unknown","Blue",44,4,3,0,2231,0,2231,0.712,3946,48,1.286,0
708774708,"Existing Customer",47,"F",4,"Graduate","Unknown","$40K - $60K","Blue",29,6,1,3,2636,1589,1047,0.864,3858,70,0.522,0.603
721121283,"Existing Customer",37,"F",2,"Graduate","Single","$40K - $60K","Blue",24,4,1,4,2573,1280,1293,0.718,4289,81,0.841,0.497
712326708,"Existing Customer",42,"F",2,"Unknown","Married","Less than $40K","Blue",31,6,2,3,2552,2220,332,0.782,4437,61,1.033,0.87
713287608,"Existing Customer",54,"F",3,"High School","Married","Less than $40K","Blue",41,5,4,4,3161,1220,1941,0.82,2412,62,0.824,0.386
788159433,"Existing Customer",53,"M",2,"Unknown","Single","$60K - $80K","Blue",45,5,1,2,22558,818,21740,0.987,3855,70,0.591,0.036
769576608,"Existing Customer",62,"M",1,"Uneducated","Single","$60K - $80K","Blue",49,4,1,2,12814,1010,11804,0.869,3566,76,0.551,0.079
779155158,"Existing Customer",53,"M",3,"Graduate","Married","$120K +","Blue",34,6,2,2,2940,1264,1676,0.562,1259,33,0.5,0.43
771907158,"Existing Customer",54,"M",5,"Unknown","Married","$120K +","Blue",42,1,1,3,3731,1903,1828,0.915,4667,88,0.725,0.51
721092783,"Existing Customer",46,"M",3,"Graduate","Married","$80K - $120K","Blue",36,6,3,1,19838,1290,18548,0.59,3982,68,0.581,0.065
780253533,"Existing Customer",63,"F",0,"Unknown","Married","Less than $40K","Blue",49,5,3,0,3558,2318,1240,1.265,1631,31,0.824,0.651
721164483,"Existing Customer",46,"F",2,"College","Married","$40K - $60K","Blue",34,2,1,3,1441,642,799,0.563,4894,84,0.826,0.446
708679383,"Existing Customer",44,"F",2,"Unknown","Unknown","Less than $40K","Blue",32,5,1,3,4852,1777,3075,0.667,1775,55,1.037,0.366
708434733,"Existing Customer",56,"M",1,"Graduate","Married","$60K - $80K","Blue",50,6,3,3,6735,2289,4446,0.661,1249,28,0.75,0.34
805516608,"Existing Customer",50,"M",1,"Graduate","Married","$80K - $120K","Silver",45,2,1,3,34516,925,33591,0.771,7755,84,0.68,0.027
803938908,"Existing Customer",49,"F",4,"Uneducated","Single","Less than $40K","Blue",44,4,2,2,2659,0,2659,0.84,4546,81,0.884,0
714733908,"Existing Customer",51,"M",2,"High School","Married","$60K - $80K","Blue",37,6,6,3,8787,1087,7700,0.974,4537,75,1.273,0.124
708100533,"Existing Customer",55,"F",3,"College","Single","Less than $40K","Blue",36,3,3,3,2679,2277,402,0.736,4943,85,0.735,0.85
712820208,"Existing Customer",32,"F",0,"High School","Divorced","Less than $40K","Blue",36,5,2,4,2699,1609,1090,0.893,2141,56,0.806,0.596
816776283,"Existing Customer",42,"M",4,"High School","Unknown","$80K - $120K","Gold",37,5,1,2,34516,1797,32719,1.314,1534,30,0.875,0.052
720949083,"Existing Customer",44,"F",3,"Uneducated","Single","Less than $40K","Blue",33,5,3,5,3075,2517,558,0.922,3534,53,0.71,0.819
714257958,"Existing Customer",41,"F",3,"Doctorate","Single","Less than $40K","Blue",31,4,2,1,1738,0,1738,0.654,4220,68,0.889,0
802666083,"Existing Customer",48,"F",2,"Uneducated","Unknown","Less than $40K","Blue",42,3,2,2,2055,0,2055,1.064,3656,63,0.75,0
712974558,"Existing Customer",56,"F",2,"College","Single","Less than $40K","Blue",43,1,3,1,5254,0,5254,0.651,4546,89,0.712,0
719046558,"Existing Customer",39,"M",2,"Graduate","Married","$60K - $80K","Blue",36,6,3,3,1982,1751,231,0.843,4313,62,0.676,0.883
710175783,"Existing Customer",45,"F",3,"High School","Single","Unknown","Blue",25,4,2,1,1986,1042,944,0.593,4303,59,0.788,0.525
716671983,"Existing Customer",38,"M",0,"High School","Single","$80K - $120K","Blue",29,3,3,2,5983,1885,4098,0.601,4141,65,0.711,0.315
780094008,"Existing Customer",55,"M",3,"Doctorate","Married","$120K +","Blue",40,4,3,1,12875,1119,11756,0.401,1624,40,0.429,0.087
708572658,"Existing Customer",49,"M",5,"Graduate","Married","$60K - $80K","Silver",38,1,1,2,29531,2088,27443,0.843,15039,120,0.69,0.071
717742908,"Existing Customer",44,"M",3,"Unknown","Married","$40K - $60K","Blue",36,1,1,1,12967,2517,10450,0.787,4520,74,0.762,0.194
